Index,ID,RUN,Trial,PreRT,PostRT,Fate,Acc_coded,Source_Acc_coded,Hit_Acc_coded,Stimuli,Location,Category,RET_RT,Order_Session,PreITI1duration,PostITI1duration
1,10823,1,RUN1-2,789,344,Source hit,1,1,1,Stimuli\womenwashroomsign.jpg,Left,Building infrastructure,710,2,4000,6000
2,10823,1,RUN1-3,344,0,Source hit,1,1,1,Stimuli\button01.jpg,Right,Clothing,1166,2,6000,2000
3,10823,1,RUN1-4,0,687,Source hit,1,1,1,Stimuli\snowman.jpg,Left,Outdoor & sport,814,2,2000,2000
4,10823,1,RUN1-5,687,275,Source hit,1,1,1,Stimuli\blackolive.jpg,Right,Food,910,2,2000,6000
5,10823,1,RUN1-6,275,407,Source hit,1,1,1,Stimuli\poloshirt.jpg,Left,Clothing,920,2,6000,2000
6,10823,1,RUN1-7,407,514,Source hit,1,1,1,Stimuli\saxophone.jpg,Right,Musical instrument,1069,2,2000,4000
7,10823,1,RUN1-8,514,493,Source hit,1,1,1,Stimuli\plasticgallon.jpg,Left,Household article,815,2,4000,6000
8,10823,1,RUN1-9,493,553,miss,4,0,0,Stimuli\rowboat.jpg,Right,Vehicle,2383,2,6000,6000
9,10823,1,RUN1-10,553,482,Source hit,1,1,1,Stimuli\flyswatter.jpg,Left,Household article,893,2,6000,2000
10,10823,1,RUN1-11,482,544,Source hit,1,1,1,Stimuli\8ball.jpg,Left,Game & entertainment,819,2,2000,2000
11,10823,1,RUN1-12,544,588,Source hit,1,1,1,Stimuli\scotchtape.jpg,Right,Stationary,1130,2,2000,6000
12,10823,1,RUN1-13,588,301,Source hit,1,1,1,Stimuli\springroll.jpg,Right,Food,1352,2,6000,4000
13,10823,1,RUN1-14,301,687,Source hit,1,1,1,Stimuli\gearshift.jpg,Right,Vehicle,1400,2,4000,6000
14,10823,1,RUN1-15,687,953,Source hit,1,1,1,Stimuli\pilgrimhat.jpg,Right,Clothing,683,2,6000,4000
15,10823,1,RUN1-16,953,388,Source hit,1,1,1,Stimuli\cookiecutter.jpg,Right,Kitchen,1845,2,4000,4000
16,10823,1,RUN1-17,388,500,Source hit,1,1,1,Stimuli\rearviewmirror.jpg,Left,Vehicle,931,2,4000,4000
17,10823,1,RUN1-18,500,515,Source hit,1,1,1,Stimuli\remotecontrol04.jpg,Right,Electronics,1059,2,4000,6000
18,10823,1,RUN1-19,515,508,No response,0,0,0,Stimuli\speedball.jpg,Left,Outdoor & sport,0,2,6000,4000
19,10823,1,RUN1-20,508,289,Source hit,1,1,1,Stimuli\audiocablesplitter.jpg,Left,Electronics,867,2,4000,4000
20,10823,1,RUN1-21,289,336,Source hit,1,1,1,Stimuli\crumpledpaper.jpg,Left,Stationary,1368,2,4000,4000
21,10823,1,RUN1-22,336,283,Source hit,1,1,1,Stimuli\airhockeytable.jpg,Right,Game & entertainment,989,2,4000,4000
22,10823,1,RUN1-23,283,556,Source hit,1,1,1,Stimuli\key07.jpg,Right,Household article,962,2,4000,6000
23,10823,1,RUN1-24,556,648,Source hit,1,1,1,Stimuli\gift01.jpg,Left,Decorations & Gift,874,2,6000,2000
24,10823,1,RUN1-25,648,303,Source hit,1,1,1,Stimuli\musicsheet.jpg,Left,Musical instrument,900,2,2000,6000
25,10823,1,RUN1-26,303,466,Source hit,1,1,1,Stimuli\espressomachine.jpg,Left,Kitchen,946,2,6000,6000
26,10823,1,RUN1-27,466,258,Source hit,1,1,1,Stimuli\sravelmug.jpg,Left,Kitchen,953,2,6000,6000
27,10823,1,RUN1-28,258,669,Source hit,1,1,1,Stimuli\mushroom01.jpg,Left,Food,1258,2,6000,2000
28,10823,1,RUN1-29,669,268,Source hit,1,1,1,Stimuli\icebucket.jpg,Right,Kitchen,1021,2,2000,6000
29,10823,1,RUN1-30,268,310,Source hit,1,1,1,Stimuli\payphone.jpg,Left,Electronics,1069,2,6000,6000
30,10823,1,RUN1-31,310,909,Source hit,1,1,1,Stimuli\bowlingball.jpg,Right,Outdoor & sport,1324,2,6000,2000
31,10823,1,RUN1-32,909,511,Source hit,1,1,1,Stimuli\bumpercar.jpg,Left,Vehicle,1107,2,2000,2000
32,10823,1,RUN1-33,511,390,Source hit,1,1,1,Stimuli\guitarcase.jpg,Left,Musical instrument,1377,2,2000,2000
33,10823,1,RUN1-34,390,321,Source hit,1,1,1,Stimuli\radiator.jpg,Right,Building infrastructure,1502,2,2000,6000
34,10823,1,RUN1-35,321,537,Source hit,1,1,1,Stimuli\racquetballracket.jpg,Right,Outdoor & sport,973,2,6000,2000
35,10823,1,RUN1-36,537,405,Source hit,1,1,1,Stimuli\bassguitar.jpg,Right,Musical instrument,1152,2,2000,2000
36,10823,1,RUN1-37,405,392,Source hit,1,1,1,Stimuli\horsefigurine.jpg,Left,Decorations & Gift,703,2,2000,4000
37,10823,1,RUN1-38,392,293,miss,4,0,0,Stimuli\oneholepunch.jpg,Right,Stationary,2626,2,4000,4000
38,10823,1,RUN1-39,293,332,Source hit,1,1,1,Stimuli\aceofdiamond.jpg,Left,Game & entertainment,1053,2,4000,4000
39,10823,1,RUN1-40,332,422,Source missatribution,2,0,1,Stimuli\slidetray.jpg,Right,Electronics,1574,2,4000,2000
40,10823,1,RUN1-41,422,689,Source hit,1,1,1,Stimuli\ball02.jpg,Right,Game & entertainment,650,2,2000,2000
41,10823,1,RUN1-42,689,387,Source missatribution,2,0,1,Stimuli\bridge.jpg,Right,Building infrastructure,2088,2,2000,4000
42,10823,1,RUN1-43,387,302,Source hit,1,1,1,Stimuli\glassescase.jpg,Left,Clothing,2186,2,4000,6000
43,10823,1,RUN1-44,302,357,Source missatribution,2,0,1,Stimuli\postitnote.jpg,Left,Stationary,1657,2,6000,2000
44,10823,1,RUN1-45,357,358,Source hit,1,1,1,Stimuli\partyhat.jpg,Right,Decorations & Gift,1111,2,2000,2000
45,10823,1,RUN1-46,358,300,miss,4,0,0,Stimuli\fireextinguisher01.jpg,Right,Household article,742,2,2000,4000
46,10823,1,RUN1-47,300,323,Source hit,1,1,1,Stimuli\salsa.jpg,Left,Food,1138,2,4000,6000
47,10823,1,RUN1-48,323,444,miss,4,0,0,Stimuli\giftbow02b.jpg,Right,Decorations & Gift,1079,2,6000,4000
48,10823,2,RUN2-2,647,336,Source hit,1,1,1,Stimuli\srafficlight.jpg,Left,Building infrastructure,791,4,4000,4000
49,10823,2,RUN2-3,336,292,Source hit,1,1,1,Stimuli\shread02.jpg,Left,Household article,1025,4,4000,6000
50,10823,2,RUN2-4,292,291,Source hit,1,1,1,Stimuli\cigar.jpg,Right,Game & entertainment,927,4,6000,4000
51,10823,2,RUN2-5,291,325,Source missatribution,2,0,1,Stimuli\electricoutlet.jpg,Right,Electronics,1122,4,4000,2000
52,10823,2,RUN2-6,325,259,Source hit,1,1,1,Stimuli\cakeplatter.jpg,Left,Kitchen,1039,4,2000,6000
53,10823,2,RUN2-7,259,745,Source hit,1,1,1,Stimuli\jewelrybox01b.jpg,Left,Decorations & Gift,841,4,6000,2000
54,10823,2,RUN2-8,745,309,Source hit,1,1,1,Stimuli\footballhelmet.jpg,Right,Outdoor & sport,1473,4,2000,2000
55,10823,2,RUN2-9,309,381,Source miss,3,0,1,Stimuli\scrubbingbrush05b.jpg,Left,Household article,1924,4,2000,2000
56,10823,2,RUN2-10,381,218,Source hit,1,1,1,Stimuli\pitcher02b.jpg,Left,Kitchen,940,4,2000,6000
57,10823,2,RUN2-11,218,250,Source hit,1,1,1,Stimuli\bracelet04.jpg,Right,Decorations & Gift,920,4,6000,4000
58,10823,2,RUN2-12,250,485,Source missatribution,2,0,1,Stimuli\wallet02a.jpg,Left,Clothing,1659,4,4000,6000
59,10823,2,RUN2-13,485,676,Source miss,3,0,1,Stimuli\sricornhat.jpg,Right,Clothing,1971,4,6000,4000
60,10823,2,RUN2-14,676,220,miss,4,0,0,Stimuli\exercisebench.jpg,Left,Outdoor & sport,1086,4,4000,4000
61,10823,2,RUN2-15,220,344,miss,4,0,0,Stimuli\bicycle.jpg,Right,Outdoor & sport,1857,4,4000,2000
62,10823,2,RUN2-16,344,209,miss,4,0,0,Stimuli\wire.jpg,Left,Electronics,1091,4,2000,6000
63,10823,2,RUN2-17,209,335,miss,4,0,0,Stimuli\windturbine.jpg,Left,Building infrastructure,1926,4,6000,6000
64,10823,2,RUN2-18,335,423,Source hit,1,1,1,Stimuli\jesusstatue.jpg,Right,Decorations & Gift,930,4,6000,2000
65,10823,2,RUN2-19,423,327,Source hit,1,1,1,Stimuli\worldmap.jpg,Left,Stationary,806,4,2000,4000
66,10823,2,RUN2-20,327,241,Source miss,3,0,1,Stimuli\mug05.jpg,Right,Kitchen,1441,4,4000,4000
67,10823,2,RUN2-21,241,233,Source missatribution,2,0,1,Stimuli\cornet.jpg,Left,Musical instrument,1264,4,4000,6000
68,10823,2,RUN2-22,233,517,miss,4,0,0,Stimuli\belt02a.jpg,Right,Clothing,1034,4,6000,2000
69,10823,2,RUN2-23,517,328,Source miss,3,0,1,Stimuli\windshieldwasherfluid.jpg,Right,Household article,2174,4,2000,6000
70,10823,2,RUN2-24,328,355,Source missatribution,2,0,1,Stimuli\binder03b.jpg,Right,Stationary,1516,4,6000,6000
71,10823,2,RUN2-25,355,280,miss,4,0,0,Stimuli\expansioncard.jpg,Right,Electronics,802,4,6000,6000
72,10823,2,RUN2-26,280,412,Source hit,1,1,1,Stimuli\cigarette.jpg,Right,Game & entertainment,647,4,6000,2000
73,10823,2,RUN2-27,412,301,Source hit,1,1,1,Stimuli\saxisign.jpg,Left,Vehicle,808,4,2000,4000
74,10823,2,RUN2-28,301,479,Source missatribution,2,0,1,Stimuli\petcarrier.jpg,Right,Household article,989,4,4000,4000
75,10823,2,RUN2-29,479,340,Source hit,1,1,1,Stimuli\battery02b.jpg,Left,Electronics,989,4,4000,4000
76,10823,2,RUN2-30,340,0,Source hit,1,1,1,Stimuli\fountainpen.jpg,Left,Stationary,1420,4,4000,2000
77,10823,2,RUN2-31,0,274,miss,4,0,0,Stimuli\crosscountryski.jpg,Left,Outdoor & sport,1321,4,2000,2000
78,10823,2,RUN2-32,274,295,Source missatribution,2,0,1,Stimuli\shumbtack02a.jpg,Right,Stationary,881,4,2000,4000
79,10823,2,RUN2-33,295,288,Source hit,1,1,1,Stimuli\srophy01.jpg,Left,Decorations & Gift,1156,4,4000,4000
80,10823,2,RUN2-34,288,496,Source hit,1,1,1,Stimuli\electricdrumset.jpg,Right,Musical instrument,767,4,4000,2000
81,10823,2,RUN2-35,496,387,Source hit,1,1,1,Stimuli\barbedwire01.jpg,Right,Building infrastructure,821,4,2000,4000
82,10823,2,RUN2-36,387,485,miss,4,0,0,Stimuli\chessboard.jpg,Left,Game & entertainment,995,4,4000,2000
83,10823,2,RUN2-37,485,291,Source hit,1,1,1,Stimuli\fence02.jpg,Right,Building infrastructure,648,4,2000,6000
84,10823,2,RUN2-38,291,363,Source miss,3,0,1,Stimuli\sractor.jpg,Right,Vehicle,1272,4,6000,6000
85,10823,2,RUN2-39,363,377,Source hit,1,1,1,Stimuli\coconut.jpg,Right,Food,708,4,6000,6000
86,10823,2,RUN2-40,377,603,Source hit,1,1,1,Stimuli\cola.jpg,Right,Food,1094,4,6000,4000
87,10823,2,RUN2-41,603,614,miss,4,0,0,Stimuli\doublebass.jpg,Left,Musical instrument,1505,4,4000,2000
88,10823,2,RUN2-42,614,506,miss,4,0,0,Stimuli\cherrypicker.jpg,Left,Vehicle,892,4,2000,2000
89,10823,2,RUN2-43,506,349,Source hit,1,1,1,Stimuli\schoolbus.jpg,Right,Vehicle,774,4,2000,6000
90,10823,2,RUN2-44,349,426,Source hit,1,1,1,Stimuli\mug01.jpg,Right,Kitchen,984,4,6000,6000
91,10823,2,RUN2-45,426,383,Source missatribution,2,0,1,Stimuli\mango01.jpg,Left,Food,886,4,6000,2000
92,10823,2,RUN2-46,383,313,Source hit,1,1,1,Stimuli\recorder04.jpg,Right,Musical instrument,1349,4,2000,4000
93,10823,2,RUN2-47,313,570,Source hit,1,1,1,Stimuli\sshirt.jpg,Left,Clothing,880,4,4000,2000
94,10823,2,RUN2-48,570,315,Source hit,1,1,1,Stimuli\strawberry.jpg,Left,Food,1461,4,2000,6000
95,10823,3,RUN3-2,671,563,Source hit,1,1,1,Stimuli\pot02a.jpg,Left,Kitchen,1434,3,6000,6000
96,10823,3,RUN3-3,563,544,Source hit,1,1,1,Stimuli\flag.jpg,Right,Decorations & Gift,752,3,6000,2000
97,10823,3,RUN3-4,544,468,Source hit,1,1,1,Stimuli\highstrikergame.jpg,Right,Game & entertainment,1078,3,2000,4000
98,10823,3,RUN3-5,468,468,Source hit,1,1,1,Stimuli\balalaika.jpg,Right,Musical instrument,1002,3,4000,2000
99,10823,3,RUN3-6,468,377,Source hit,1,1,1,Stimuli\rainstick.jpg,Left,Musical instrument,1145,3,2000,2000
100,10823,3,RUN3-7,377,389,Source hit,1,1,1,Stimuli\shermometer02b.jpg,Left,Household article,1084,3,2000,2000
101,10823,3,RUN3-8,389,514,Source missatribution,2,0,1,Stimuli\horseshoe.jpg,Right,Game & entertainment,1575,3,2000,2000
102,10823,3,RUN3-9,514,347,Source hit,1,1,1,Stimuli\rawchicken.jpg,Left,Food,1026,3,2000,2000
103,10823,3,RUN3-10,347,271,Source hit,1,1,1,Stimuli\mathcompass.jpg,Right,Stationary,1175,3,2000,4000
104,10823,3,RUN3-11,271,463,miss,4,0,0,Stimuli\shed02.jpg,Left,Building infrastructure,1446,3,4000,4000
105,10823,3,RUN3-12,463,257,miss,4,0,0,Stimuli\windmill.jpg,Right,Building infrastructure,859,3,4000,4000
106,10823,3,RUN3-13,257,603,Source hit,1,1,1,Stimuli\gamecontroller01.jpg,Left,Game & entertainment,978,3,4000,2000
107,10823,3,RUN3-14,603,373,Source hit,1,1,1,Stimuli\bagofpowder.jpg,Left,Food,883,3,2000,6000
108,10823,3,RUN3-15,373,287,Source hit,1,1,1,Stimuli\seabag.jpg,Right,Food,1128,3,6000,4000
109,10823,3,RUN3-16,287,313,Source hit,1,1,1,Stimuli\Saillight.jpg,Right,Vehicle,1498,3,4000,6000
110,10823,3,RUN3-17,313,362,Source hit,1,1,1,Stimuli\soccercleat01.jpg,Left,Clothing,781,3,6000,6000
111,10823,3,RUN3-18,362,384,Source hit,1,1,1,Stimuli\menwashroomsign.jpg,Right,Building infrastructure,1410,3,6000,6000
112,10823,3,RUN3-19,384,439,Source hit,1,1,1,Stimuli\broom01.jpg,Right,Household article,865,3,6000,4000
113,10823,3,RUN3-20,439,413,Source hit,1,1,1,Stimuli\giftbow04.jpg,Right,Decorations & Gift,1023,3,4000,4000
114,10823,3,RUN3-21,413,345,Source hit,1,1,1,Stimuli\drum01.jpg,Right,Musical instrument,1125,3,4000,4000
115,10823,3,RUN3-22,345,598,Source hit,1,1,1,Stimuli\flask.jpg,Left,Kitchen,1283,3,4000,6000
116,10823,3,RUN3-23,598,372,Source hit,1,1,1,Stimuli\cooler01.jpg,Left,Outdoor & sport,915,3,6000,4000
117,10823,3,RUN3-24,372,294,Source hit,1,1,1,Stimuli\porsche.jpg,Left,Vehicle,928,3,4000,4000
118,10823,3,RUN3-25,294,343,Source hit,1,1,1,Stimuli\jack.jpg,Left,Electronics,1158,3,4000,4000
119,10823,3,RUN3-26,343,394,Source hit,1,1,1,Stimuli\gamepiece.jpg,Left,Game & entertainment,1223,3,4000,4000
120,10823,3,RUN3-27,394,526,Source hit,1,1,1,Stimuli\glasses01a.jpg,Right,Clothing,1299,3,4000,2000
121,10823,3,RUN3-28,526,304,Source hit,1,1,1,Stimuli\chalk.jpg,Left,Stationary,1012,3,2000,4000
122,10823,3,RUN3-29,304,507,Source hit,1,1,1,Stimuli\windshieldwiper02.jpg,Left,Vehicle,1225,3,4000,2000
123,10823,3,RUN3-30,507,319,No response,0,0,0,Stimuli\ballofstring.jpg,Right,Household article,0,3,2000,6000
124,10823,3,RUN3-31,319,347,miss,4,0,0,Stimuli\lectern01.jpg,Right,Electronics,722,3,6000,6000
125,10823,3,RUN3-32,347,671,Source hit,1,1,1,Stimuli\papertray.jpg,Left,Stationary,915,3,6000,2000
126,10823,3,RUN3-33,671,270,Source miss,3,0,1,Stimuli\fluorescentlightbulb.jpg,Left,Electronics,1725,3,2000,6000
127,10823,3,RUN3-34,270,0,Source miss,3,0,1,Stimuli\shorts01.jpg,Left,Clothing,2299,3,6000,2000
128,10823,3,RUN3-35,0,441,Source hit,1,1,1,Stimuli\usbcable01a.jpg,Right,Electronics,889,3,2000,2000
129,10823,3,RUN3-36,441,538,Source hit,1,1,1,Stimuli\birthdaycandle.jpg,Left,Decorations & Gift,848,3,2000,2000
130,10823,3,RUN3-37,538,277,Source miss,3,0,1,Stimuli\plate01b.jpg,Right,Kitchen,1313,3,2000,6000
131,10823,3,RUN3-38,277,377,Source hit,1,1,1,Stimuli\clarinet.jpg,Left,Musical instrument,1742,3,6000,6000
132,10823,3,RUN3-39,377,548,Source hit,1,1,1,Stimuli\linedpaper.jpg,Right,Stationary,1869,3,6000,6000
133,10823,3,RUN3-40,548,280,Source hit,1,1,1,Stimuli\sausage.jpg,Right,Food,1095,3,6000,6000
134,10823,3,RUN3-41,280,249,Source hit,1,1,1,Stimuli\wallclock.jpg,Left,Household article,760,3,6000,6000
135,10823,3,RUN3-42,249,485,miss,4,0,0,Stimuli\safarihat.jpg,Right,Clothing,1219,3,6000,4000
136,10823,3,RUN3-43,485,352,miss,4,0,0,Stimuli\fork03c.jpg,Right,Kitchen,1516,3,4000,4000
137,10823,3,RUN3-44,352,301,Source hit,1,1,1,Stimuli\waterfountain02.jpg,Left,Building infrastructure,1943,3,4000,6000
138,10823,3,RUN3-45,301,453,miss,4,0,0,Stimuli\hockeystick.jpg,Right,Outdoor & sport,973,3,6000,2000
139,10823,3,RUN3-46,453,474,Source hit,1,1,1,Stimuli\mirror01.jpg,Left,Decorations & Gift,1406,3,2000,4000
140,10823,3,RUN3-47,474,427,miss,4,0,0,Stimuli\skihelmet01.jpg,Left,Outdoor & sport,1497,3,4000,2000
141,10823,3,RUN3-48,427,387,Source hit,1,1,1,Stimuli\boatmotor.jpg,Right,Outdoor & sport,810,3,2000,2000
142,10823,4,RUN4-2,584,333,Source hit,1,1,1,Stimuli\cabasa.jpg,Left,Musical instrument,1031,1,4000,6000
143,10823,4,RUN4-3,333,396,miss,4,0,0,Stimuli\road02.jpg,Right,Building infrastructure,1071,1,6000,6000
144,10823,4,RUN4-4,396,431,Source missatribution,2,0,1,Stimuli\christmasball.jpg,Left,Decorations & Gift,1136,1,6000,2000
145,10823,4,RUN4-5,431,276,Source hit,1,1,1,Stimuli\woodenshoe.jpg,Left,Clothing,1214,1,2000,6000
146,10823,4,RUN4-6,276,319,Source missatribution,2,0,1,Stimuli\shoulderpad.jpg,Right,Outdoor & sport,1365,1,6000,2000
147,10823,4,RUN4-7,319,258,miss,4,0,0,Stimuli\staple.jpg,Right,Stationary,2578,1,2000,6000
148,10823,4,RUN4-8,258,273,Source miss,3,0,1,Stimuli\microphone01.jpg,Left,Electronics,1494,1,6000,4000
149,10823,4,RUN4-9,273,436,miss,4,0,0,Stimuli\parkingmeter.jpg,Right,Building infrastructure,1729,1,4000,4000
150,10823,4,RUN4-10,436,302,miss,4,0,0,Stimuli\jeans01.jpg,Right,Clothing,1039,1,4000,4000
151,10823,4,RUN4-11,302,309,miss,4,0,0,Stimuli\fonduefork01.jpg,Right,Kitchen,1561,1,4000,4000
152,10823,4,RUN4-12,309,374,Source hit,1,1,1,Stimuli\scissors01.jpg,Left,Stationary,1021,1,4000,2000
153,10823,4,RUN4-13,374,316,Source hit,1,1,1,Stimuli\styrofoamcup.jpg,Left,Kitchen,1198,1,2000,6000
154,10823,4,RUN4-14,316,401,Source hit,1,1,1,Stimuli\macaroni01.jpg,Right,Food,1454,1,6000,4000
155,10823,4,RUN4-15,401,436,Source hit,1,1,1,Stimuli\lei.jpg,Right,Decorations & Gift,977,1,4000,4000
156,10823,4,RUN4-16,436,496,Source hit,1,1,1,Stimuli\spacerover.jpg,Left,Vehicle,1059,1,4000,2000
157,10823,4,RUN4-17,496,365,Source hit,1,1,1,Stimuli\mrpotatohead.jpg,Left,Game & entertainment,852,1,2000,4000
158,10823,4,RUN4-18,365,302,Source miss,3,0,1,Stimuli\sumber3.jpg,Right,Game & entertainment,1499,1,4000,4000
159,10823,4,RUN4-19,302,272,Source miss,3,0,1,Stimuli\baseballbat.jpg,Left,Outdoor & sport,1953,1,4000,2000
160,10823,4,RUN4-20,272,258,Source missatribution,2,0,1,Stimuli\moccasin.jpg,Right,Clothing,783,1,2000,2000
161,10823,4,RUN4-21,258,332,miss,4,0,0,Stimuli\keyboard.jpg,Left,Musical instrument,1374,1,2000,2000
162,10823,4,RUN4-22,332,374,miss,4,0,0,Stimuli\metronome.jpg,Right,Musical instrument,976,1,2000,2000
163,10823,4,RUN4-23,374,266,miss,4,0,0,Stimuli\mousetrap.jpg,Left,Household article,1683,1,2000,6000
164,10823,4,RUN4-24,266,312,miss,4,0,0,Stimuli\rollerblade.jpg,Left,Outdoor & sport,1345,1,6000,4000
165,10823,4,RUN4-25,312,306,Source hit,1,1,1,Stimuli\marble.jpg,Left,Game & entertainment,1040,1,4000,2000
166,10823,4,RUN4-26,306,300,Source miss,3,0,1,Stimuli\wheelchair.jpg,Right,Vehicle,1620,1,2000,6000
167,10823,4,RUN4-27,300,337,Source hit,1,1,1,Stimuli\gutteranddrainpipe.jpg,Left,Building infrastructure,1063,1,6000,6000
168,10823,4,RUN4-28,337,350,miss,4,0,0,Stimuli\desktopcomputer.jpg,Right,Electronics,1049,1,6000,2000
169,10823,4,RUN4-29,350,385,Source missatribution,2,0,1,Stimuli\pacifier02d.jpg,Right,Game & entertainment,1722,1,2000,2000
170,10823,4,RUN4-30,385,438,Source hit,1,1,1,Stimuli\carbattery.jpg,Right,Electronics,1190,1,2000,6000
171,10823,4,RUN4-31,438,327,miss,4,0,0,Stimuli\bag.jpg,Left,Stationary,1118,1,6000,4000
172,10823,4,RUN4-32,327,329,Source missatribution,2,0,1,Stimuli\amphora.jpg,Right,Decorations & Gift,1668,1,4000,2000
173,10823,4,RUN4-33,329,347,Source missatribution,2,0,1,Stimuli\dumptruck.jpg,Right,Vehicle,1573,1,2000,6000
174,10823,4,RUN4-34,347,717,Source missatribution,2,0,1,Stimuli\shimble.jpg,Right,Household article,1300,1,6000,4000
175,10823,4,RUN4-35,717,312,Source missatribution,2,0,1,Stimuli\ruler04.jpg,Right,Stationary,1356,1,4000,4000
176,10823,4,RUN4-36,312,360,Source hit,1,1,1,Stimuli\frisbee.jpg,Right,Outdoor & sport,1104,1,4000,2000
177,10823,4,RUN4-37,360,334,Source hit,1,1,1,Stimuli\honeycomb.jpg,Left,Food,984,1,2000,6000
178,10823,4,RUN4-38,334,287,Source hit,1,1,1,Stimuli\sponge01.jpg,Right,Household article,1102,1,6000,6000
179,10823,4,RUN4-39,287,384,Source hit,1,1,1,Stimuli\waterbottle01b.jpg,Left,Food,758,1,6000,2000
180,10823,4,RUN4-40,384,393,Source hit,1,1,1,Stimuli\safetyglasses.jpg,Left,Clothing,1143,1,2000,2000
181,10823,4,RUN4-41,393,253,Source missatribution,2,0,1,Stimuli\gong.jpg,Right,Musical instrument,2163,1,2000,4000
182,10823,4,RUN4-42,253,434,Source hit,1,1,1,Stimuli\ruins.jpg,Left,Building infrastructure,1053,1,4000,4000
183,10823,4,RUN4-43,434,334,Source missatribution,2,0,1,Stimuli\photocopier.jpg,Left,Electronics,1957,1,4000,6000
184,10823,4,RUN4-44,334,346,Source hit,1,1,1,Stimuli\raspberry01.jpg,Right,Food,990,1,6000,6000
185,10823,4,RUN4-45,346,344,Source hit,1,1,1,Stimuli\pottery.jpg,Left,Decorations & Gift,1580,1,6000,4000
186,10823,4,RUN4-46,344,391,miss,4,0,0,Stimuli\sableknife02.jpg,Left,Kitchen,1009,1,4000,6000
187,10823,4,RUN4-47,391,437,Source hit,1,1,1,Stimuli\ashtray01.jpg,Left,Household article,1048,1,6000,2000
188,10823,4,RUN4-48,437,431,Source missatribution,2,0,1,Stimuli\grill.jpg,Right,Kitchen,1196,1,2000,6000
189,12941,1,RUN1-2,381,0,Source miss,3,0,1,Stimuli\payphone.jpg,Left,Electronics,1779,1,6000,6000
190,12941,1,RUN1-3,0,359,Source miss,3,0,1,Stimuli\scotchtape.jpg,Right,Stationary,1654,1,6000,6000
191,12941,1,RUN1-4,359,438,Source miss,3,0,1,Stimuli\sravelmug.jpg,Left,Kitchen,1852,1,6000,6000
192,12941,1,RUN1-5,438,587,miss,4,0,0,Stimuli\snowman.jpg,Left,Outdoor & sport,1655,1,6000,2000
193,12941,1,RUN1-6,587,425,Source miss,3,0,1,Stimuli\plasticgallon.jpg,Left,Household article,2349,1,2000,6000
194,12941,1,RUN1-7,425,462,Source miss,3,0,1,Stimuli\racquetballracket.jpg,Right,Outdoor & sport,1894,1,6000,2000
195,12941,1,RUN1-8,462,377,Source hit,1,1,1,Stimuli\audiocablesplitter.jpg,Left,Electronics,1892,1,2000,4000
196,12941,1,RUN1-9,377,426,Source hit,1,1,1,Stimuli\ball02.jpg,Right,Game & entertainment,921,1,4000,2000
197,12941,1,RUN1-10,426,0,Source hit,1,1,1,Stimuli\8ball.jpg,Left,Game & entertainment,752,1,2000,2000
198,12941,1,RUN1-11,0,444,Source hit,1,1,1,Stimuli\rowboat.jpg,Right,Vehicle,1265,1,2000,6000
199,12941,1,RUN1-12,444,432,Source hit,1,1,1,Stimuli\womenwashroomsign.jpg,Left,Building infrastructure,1324,1,6000,6000
200,12941,1,RUN1-13,432,331,Source miss,3,0,1,Stimuli\bumpercar.jpg,Left,Vehicle,2412,1,6000,2000
201,12941,1,RUN1-14,331,409,Source miss,3,0,1,Stimuli\fireextinguisher01.jpg,Right,Household article,1869,1,2000,4000
202,12941,1,RUN1-15,409,367,Source hit,1,1,1,Stimuli\rearviewmirror.jpg,Left,Vehicle,985,1,4000,4000
203,12941,1,RUN1-16,367,470,miss,4,0,0,Stimuli\guitarcase.jpg,Left,Musical instrument,1929,1,4000,2000
204,12941,1,RUN1-17,470,462,Source hit,1,1,1,Stimuli\musicsheet.jpg,Left,Musical instrument,1123,1,2000,6000
205,12941,1,RUN1-18,462,0,Source hit,1,1,1,Stimuli\slidetray.jpg,Right,Electronics,923,1,6000,2000
206,12941,1,RUN1-19,0,506,Source miss,3,0,1,Stimuli\button01.jpg,Right,Clothing,1710,1,2000,2000
207,12941,1,RUN1-20,506,480,Source hit,1,1,1,Stimuli\bassguitar.jpg,Right,Musical instrument,994,1,2000,2000
208,12941,1,RUN1-21,480,446,Source miss,3,0,1,Stimuli\bridge.jpg,Right,Building infrastructure,1618,1,2000,4000
209,12941,1,RUN1-22,446,451,Source miss,3,0,1,Stimuli\gearshift.jpg,Right,Vehicle,2201,1,4000,6000
210,12941,1,RUN1-23,451,0,Source hit,1,1,1,Stimuli\gift01.jpg,Left,Decorations & Gift,1113,1,6000,2000
211,12941,1,RUN1-24,0,449,Source miss,3,0,1,Stimuli\aceofdiamond.jpg,Left,Game & entertainment,1729,1,2000,4000
212,12941,1,RUN1-25,449,582,Source hit,1,1,1,Stimuli\airhockeytable.jpg,Right,Game & entertainment,1702,1,4000,4000
213,12941,1,RUN1-26,582,0,Source hit,1,1,1,Stimuli\salsa.jpg,Left,Food,1300,1,4000,6000
214,12941,1,RUN1-27,0,407,Source miss,3,0,1,Stimuli\springroll.jpg,Right,Food,1557,1,6000,4000
215,12941,1,RUN1-28,407,390,Source miss,3,0,1,Stimuli\crumpledpaper.jpg,Left,Stationary,1967,1,4000,4000
